Datum,brand,addresse,diesel
12.09.2011,Talacker Garage A. Kälin,"Talackerstr. 91, 8152 Glattbrugg",1.869
29.05.2011,Agrola Landi,"Frauenfelderstr. 96, 8252 Schlatt TG",1.865
29.05.2011,Tiefenbach Garage AG,"Frauenfelderstr. 39, 8252 Schlatt TG",1.865
01.06.2013,Avia,"Schaffhauserstr. 81, 8302 Kloten",1.865
20.06.2011,Galeazzo Mimmo ,"Hauptstr. 48, 8416 Flaach",1.865
25.07.2014,Pneu Egger AG,"Avenue Nestle 51, 1800 Vevey",1.86
25.07.2014,BP,"Route de Châtel-Saint-Denis 18, 1802 Corseaux",1.86
25.07.2014,Jubin,"Le Bourg, 1618 Châtel-St-Denis",1.86
12.11.2018,Avia,"Challstr. 8, 4116 Metzerlen",1.86
12.11.2018,Shell,"Hauptstr. 46, 4112 Bättwil",1.86
01.07.2019,Central-Garage Denoth,"Stradun 270, 7550 Scuol",1.86
30.10.2021,BP,"Bruchstr. 3, 6000 Luzern",1.86
11.09.2011,Shell,"Albisstr. 115, 8038 Zürich",1.86
16.06.2020,Shell,"A2, 6503 Bellinzona",1.86
14.07.2013,Shell,"Binningerstrasse 91, 4123 Allschwil",1.86
25.07.2014,Socar,"Route de Saint-Maurice 233, 1814 La Tour-de-Peilz",1.86
16.06.2020,Bellinzona-Sud,"I Mundasc, 6513 Monte Carasso",1.85
17.01.2022,Socar,"Konstanzerstr. 28, 8280 Kreuzlingen",1.85
24.09.2011,Landi,"Werkstr. 15, 8222 Beringen",1.85
23.06.2014,Agrola,"Carignan 2, 1565 Vallon",1.85
10.03.2022,Tankstelle Binz,"Binzstrasse 1, 8045 Zürich",1.85
16.01.2022,Avia,"Via Principala 1a, 7151 Schluein",1.85
16.01.2022,Socar,"Via Grappa Grossa, 7130 Ilanz",1.85
12.07.2012,Station Combustia - Bifurcation des Collons,"Les Bioleys, 1981 Vex",1.85
21.09.2020,Alpina Tankstelle,"Dorfstrasse 42, 7563 Samnaun Dorf",1.12
12.04.2013,Agip,"Via Bernardino Luini 21, 6600 Locarno",1.85
27.11.2014,Auto Krauer AG,"Luzernerstr. 19, 6206 Neuenkirch",1.848
25.10.2021,Tamoil,"Route de Sion 79, 3960 Sierre",1.84
25.10.2021,Tamoil,"route de Sion 66, 3960 Sierre",1.84
25.10.2021,Avia,"route du Simplon 55, 3960 Sierre",1.84
25.10.2021,socar,"route du Simplon 75, 3960 Sierre",1.84
25.07.2014,MINI PRIX,"Grand-Rue 16, 1623 Semsales",1.84
13.07.2021,Autobahn-Center Münsingen West A6,"Muensingen West, 3110 Münsingen",1.84
04.10.2021,AVIA Seeblick,"Landstrasse 25, 8595 Altnau",1.84
08.11.2021,BP,"Sinserstr. 400, 6330 Cham",1.84
23.06.2014,Garage Christian Catillaz Sàrl,"Route de Payerne 15, 1470 Estavayer-le-Lac",1.84
19.09.2021,BP,"Autobahnraststätte A1, 8310 Kemptthal",1.84
23.06.2014,Agrola,"Route de la Scie 7, 1470 Estavayer-le-Lac",1.84
24.08.2018,Shell,"Via Principale 4, 7743 Brusio",1.84
31.12.2013,Agrola,"Gass 1690, 9107 Urnäsch",1.84
22.07.2021,Migrol,"im Hanselmaa 2, 8132 Egg b. Zürich",1.84
08.04.2021,Shell,"Thunstr. 167, 3074 Muri b. Bern",1.84
04.10.2021,Avia,"Hauptstr. 75b, 9434 Au SG",1.84
19.02.2022,Vögtlin-Meyer,"Hauptstrasse 149, 5326 Schwaderloch",1.84
04.10.2021,Tamoil,"Weinstrasse 23, 8280 Kreuzlingen",1.84
16.01.2022,Coray,"Via Val , 7031 Laax GR",1.84
27.11.2021,Jubin,"Route Cantonale, 3971 Chermignon-Bas",1.84
25.10.2021,Garage De Chermignon,"Route Cantonale, 3971 Chermignon",1.84
25.10.2021,Tamoil,"Rte de Crans-Montana 41, 3963 Montana",1.84
27.11.2021,Jubin,"Rte du Golf 174, 3963 Montana",1.84
25.10.2021,Tamoil,"Rte de Montana 42, 3968 Veyras",1.84
22.09.2011,LANDI Wil ZH,"Bahnhofstrasse, 8196 Wil ZH",1.84
25.07.2014,Agip,"Rue d Entre-deux-Villes 1, 1814 La Tour-de-Peilz",1.84
22.12.2021,TCS Service Center,"Zürcher. 55, 8604 Volketswil",1.839
22.12.2021,Tamoil,"Ueberlandstr. 224, 8600 Dübendorf",1.839
26.09.2011,Avia Shop Schaffhausen,"Hochstr. 122, 8200 Schaffhausen",1.839
28.05.2011,Talbachgarage,"unterdorfstr 37, 5107 Schinznach Dorf",1.835
06.06.2012,Avia,"Zürcherstr. 18, 4332 Stein AG",1.835
20.01.2022,Landi,"ch Longeraie, 1350 Orbe",1.835
04.10.2021,Zünd MobilCenter AG,"Rorschacherstr. 24, 9450 Altstätten SG",1.83
25.07.2014,Garage Des Ponts Vaulruz,"Grand-Rue, 1627 Vaulruz",1.83
04.10.2021,BP,"Rorschacherstr. 132, 9450 Lüchingen",1.83
04.06.2013,Freie Tankstelle Gassman,"Hauptstr. 13, 8265 Mammern",1.83
30.10.2021,Coop,"Gotthardstr. 23, 6414 Oberarth",1.83
13.04.2021,Shell,"Engelbergerstr. 40, 6390 Engelberg",1.83
18.04.2014,Agrola,"Mülistr., 8426 Lufingen",1.83
12.07.2012,Agip,"Route de Chippis, 1950 Sion",1.83
02.07.2021,BP Service,"rue Champ-Lovats 1, 1400 Yverdon-les-Bains",1.83
22.12.2021,Coop,"Brunnenstr. 10, 8604 Volketswil",1.83
04.10.2021,Shell,"Zürcherstr. 291, 8500 Frauenfeld",1.83
31.12.2013,BP Tankstelle Herisau,"Kasernenstr. 68, 9100 Herisau",1.83
22.12.2021,Coop,"Lindenstr. 1, 8604 Volketswil",1.83
16.01.2022,Eni,"Via Canton Lucerna, 6760 Faido",1.83
24.09.2011,Agip,"Horbetstr. 8, 8215 Hallau",1.83
04.10.2021,Avia,"Zürichstr. 5, 8500 Frauenfeld",1.83
09.05.2014,Landi Marthalen,"Austrasse 24, 8462 Rheinau",1.83
25.06.2022,Alpha Petrol,"Talstrasse 80, 7563 Samnaun Dorf",1.83
11.10.2021,Eni,"Via Brüga, 6814 Lamone",1.83
18.04.2014,BP Service Embrach,"Zürcherstrasse 74, 8424 Embrach",1.83
09.06.2011,Ruedi Rüssel,"Zürcherstr. 7, 4310 Rheinfelden",1.825
24.09.2011,Altmann Garage,"Junkerstr. 94, 8238 Büsingen",1.825
25.07.2014,Coop Pronto,"rue du Clos 16, 1800 Vevey",1.82
04.10.2021,Avia,"Hauptstr. 65, 9436 Balgach",1.82
16.01.2022,Avia,"Via Cantonale, 6716 Acquarossa",1.82
29.10.2014,HK,"Rue de Boulin 3, 2034 Peseux",1.82
29.10.2014,HK,"Rte de Neuchâtel , 2042 Valangin",1.82
25.10.2021,Shell,"Zürichstr. 89, 8600 Dübendorf",1.82
29.10.2014,HK,"Ch. des Mulets 5 , 2000 Neuchâtel",1.82
29.10.2014,HK,"Ch. des Murgiers , 2016 Cortaillod",1.82
02.01.2022,Eni,"Route de Porrentruy 72, 2800 Delémont",1.82
02.01.2022,Coop,"Rue de Stand 56, 2800 Delémont",1.82
11.10.2021,Eni,"Via Giacomo e Filippo Ciani 36, 6900 Lugano",1.82
02.01.2022,Jubin,"Rue Auguste-Cuenin 21, 2900 Porrentruy",1.82
09.07.2014,Keller Automobile AG,"Loretto, 9108 Gonten",1.82
11.10.2021,Socar,"Via Trevano 69, 6900 Lugano",1.82
09.07.2014,Scheidweg Garage AG ,"Gontenstr. 1, 9050 Appenzell",1.82
02.07.2021,Coop Pronto,"ch Pré Neuf, 1400 Yverdon-les-Bains",1.82
02.01.2022,Jubin,"Route de Porrentruy 195, 2923 Courtemaîche",1.82
02.01.2022,Jubin,"Route de Belfort 52, 2900 Porrentruy",1.82
30.09.2014,Garage Gasser AG,"Brünigstrasse 42, 6078 Lungern",1.82
04.10.2021,Shell,"Zürcherstr. 48 , 8406 Winterthur",1.82
22.11.2021,Socar,"Bruderholzstr. 43, 4142 Münchenstein",1.82
18.10.2021,Emil Frey DOSCH GARAGE,"Via Maistra 46, 7500 St. Moritz",1.82
21.10.2018,BP,"Schaffhauserstr. 1, 8472 Seuzach",1.82
04.10.2021,Elite Garage Arbon AG,"Romanshornerstr. 58, 9320 Arbon",1.82
16.01.2022,Eni,"Nucleo Rodi, 6772 Rodi-Fiesso",1.82
16.01.2022,Avia,"Via Cantonale 1, 6760 Faido",1.82
02.01.2022,Jubin,"Route de Courtavon 61, 2946 Miécourt",1.82
02.01.2022,Jubin,"Les Vies de Bâle 1, 2942 Alle",1.82
16.01.2022,Avia,"Nucleo Lavorgo, 6746 Lavorgo",1.82
02.01.2022,Agrola,"Les Vies de Coeuve 1, 2942 Alle",1.82
16.01.2022,Avia,"Via Bosa, 6743 Bodio TI",1.82
02.01.2022,Mazut,"Route du Creugenat, 2905 Courtedoux",1.82
02.01.2022,Paupe,"Rue de France 79, 2916 Fahy",1.82
02.01.2022,Jubin,"Rue de Porrentruy 108, 2916 Fahy",1.82
02.01.2022,BP,"Rue du Gravier 1, 2900 Porrentruy",1.82
02.01.2022,Jubin,"Route de Courtedoux 8, 2900 Porrentruy",1.82
02.01.2022,Paupe,"Route de Courtedoux 26, 2900 Porrentruy",1.82
08.11.2021,Migrol,"Eichfeld 1, 5643 Sins",1.82
26.04.2014,BP,"Via San Gottardo, 6500 Bellinzona",1.82
18.11.2018,Gufa,"Hauptstrasse, 7028 St. Peter",1.82
30.10.2008,HK,"rue de France 59, 2400 Le Locle",1.82
10.04.2019,La Côte-Jura,"Autoroute A1, 1182 Gilly",1.82
08.11.2021,Tankstelle Svabic,"Untere Hanegg, 8810 Horgen",1.819
11.11.2020,Autobahntankstelle A2 Pratteln Nord,"Götzisbodenweg 22, 4133 Pratteln",1.819
21.10.2018,Avia,"Rudolfingerstr. 15, 8460 Marthalen",1.815
25.10.2021,BP,"Avenue de France 52, 3960 Sierre",1.81
04.10.2021,Coop Pronto,"Romanshornerstr. 126 , 8280 Kreuzlingen",1.81
04.10.2021,Migrol Service,"Romanshornerstr. 111, 8280 Kreuzlingen",1.81
10.06.2019,Schlossgarage Lampert AG,"Zollstr. 1, 9490 Vaduz",1.81
19.09.2021,Shell,"Zollstr. 79, 8240 Thayngen",1.81
19.09.2021,Socar,"Grenzstr. 80, 8240 Thayngen",1.81
23.06.2014,MINI PRIX Garage Combrement,"Route du Vully 27, 1543 Grandcour",1.81
12.11.2018,Socar Pieterlen,"Autobahn A5, 2542 Pieterlen",1.81
17.03.2019,Avia Forrenberg,"Nationalstr. A1, 8472 Seuzach",1.81
30.10.2021,Agrola,"Glockentalstr. 50, 3612 Steffisburg",1.81
12.07.2012,Tamoil,"Route du Manege 62, 1950 Sion",1.81
10.05.2020,Garage Frei,"Hauptstr. 58, 5074 Eiken",1.81
04.10.2021,Avia,"Sammelplatz 14, 9050 Appenzell",1.81
04.10.2021,Fässler Sepp AG,"Feldstr. , 9050 Appenzell",1.81
25.10.2021,Coop Pronto,"Route de Sion 115, 3960 Sierre",1.81
25.10.2021,Migrol Service,"Route de Sion 111, 3960 Sierre",1.81
04.10.2021,Migrol,"Bleichestrasse, 8280 Kreuzlingen",1.81
02.01.2022,Jubin,"Route de Besançon 10H, 2906 Chevenez",1.81
04.10.2021,Landi TopShop,"Hauptstr., 9056 Gais",1.81
13.10.2014,Tamoil ,"Stanserstr. 11, 6373 Ennetbürgen",1.81
02.09.2014,MINI PRIX,"Rue du Lac 133, 1815 Clarens",1.81
25.07.2014,Garage Adam Touring,"Rte du Collet 8, 1800 Vevey",1.81
31.08.2014,Agrola,"Adetswilerstr. 16, 8344 Bäretswil",1.809
27.07.2021,Avia,"Grüningerstr. 152, 8626 Ottikon",1.809
21.10.2018,Agrola,"Güterstr. 3, 8460 Marthalen",1.809
21.10.2018,ad Landgarage,"Landstr. 22, 8248 Uhwiesen",1.809
19.09.2019,Forrenberg Süd,"Nationalstr. A1, 8472 Seuzach",1.809
24.09.2011,Landi Marthalen,"Dorfstr.24/Schulstr., 8465 Rudolfingen",1.809
24.09.2011,AVI Amat,"Tiefenweg 427, 8217 Wilchingen",1.8
04.10.2021,Coop,"Rorschacherstr. 133, 9450 Lüchingen",1.8
04.10.2021,Avia,"Hauptstr. 102, 9422 Staad SG",1.8
23.10.2020,Shell,"Lörracherstr. 102, 4125 Riehen",1.8
04.10.2021,Avia,"Hauptstr. 2, 9422 Staad SG",1.8
11.10.2021,Eni,"Via Monte Ceneri 11, 6512 Giubiasco",1.8
30.08.2021,garage Etoile,"rte de Cossonay 101, 1020 Renens VD",1.8
02.01.2022,Avia,"Oltnerstrasse 1, 4622 Egerkingen",1.8
16.01.2022,Migrol,"Zona Comprovasco, 6716 Acquarossa",1.8
28.11.2014,Ruedi Rüssel Gempenach,"Hauptstr. 41, 3215 Gempenach",1.8
02.01.2022,Jubin,"Route de Delémont 41, 2802 Develier",1.8
04.10.2021,Socar,"Tösstalstr. 209, 8405 Winterthur",1.8
09.08.2011,Avia,"Via Monte Ceneri, 6573 Magadino",1.8
11.10.2021,Piccadilly,"Via Stazione, 6593 Cadenazzo",1.8
04.10.2021,Nasa GmbH,"Zürcherstr. 68, 8500 Frauenfeld",1.8
15.11.2021,Garage Elsa,"Heinrichstr. 210, 8000 Zürich",1.8
09.01.2022,Jubin,"Route de Delémont 91, 2802 Develier",1.8
04.10.2021,Migrol,"Zürcherstr. 275, 8500 Frauenfeld",1.8
04.10.2021,Tamoil,"Tösstalstr. 306, 8405 Winterthur",1.8
22.04.2019,Agrola,"Staatsstr. 55, 9472 Grabs",1.8
04.10.2021,Agrola,"Wilen 2, 8494 Bauma",1.8
04.10.2021,Avia,"Im Schwendi, 8494 Bauma",1.8
29.10.2014,Landi,"Bernstrasse 2, 3054 Schüpfen",1.8
25.01.2011,Garage Ebnet,"St. Gallerstr. 122, 9032 Engelburg",1.8
04.10.2021,Coop,"Zürcherstr. 32, 8500 Frauenfeld",1.8
16.01.2022,Tamoil,"Via Bellinzona, 6743 Bodio TI",1.8
16.01.2022,BP,"Via Lucomagno, 6716 Acquarossa",1.8
02.07.2012,gschwend garage,"Feldwiesenstr. 31, 9450 Altstätten SG",1.8
11.10.2021,Socar,"Via Vincenzo Vela, 6500 Bellinzona",1.8
04.10.2021,Coop Pronto,"Langfeldstr. 75 , 8500 Frauenfeld",1.8
04.04.2011,LGG Handels AG,"Waldhof, 8585 Langrickenbach",1.8
14.06.2019,Shell,"Alte Landstrasse 4, 8820 Wädenswil",1.799
22.12.2021,Vöglin Meyer,"Zürcher. 72, 8604 Volketswil",1.795
08.06.2021,RRG SA,"rte Sarraz 6a, 1304 Cossonay-Ville",1.79
19.02.2022,VC Carroserie,"Hauptsr. 1, 4448 Läufelfingen",1.79
25.07.2014,Agip,"Thunstr. 25, 3700 Spiez",1.79
02.01.2022,Coop,"Wengimattstrasse 1, 4710 Balsthal",1.79
20.12.2021,Socar Grauholz,"Grauholz Süd A1, 3063 Ittigen",1.79
11.03.2014,Agrola,"St. Gallerstr. 20, 9306 Freidorf TG",1.79
11.03.2014,Seeblick Brandes AG,"Bahnhofstr. 19, 9305 Berg SG",1.79
01.05.2019,Spar Express,"Langgasse 41 , 9000 St. Gallen",1.79
01.05.2019,Migrol Service,"St. Gallerstrasse 47, 9300 Wittenbach",1.79
04.10.2021,Coop,"Auerstr. 30, 9435 Heerbrugg",1.79
04.10.2021,Migrol,"Auerstr. 20, 9435 Heerbrugg",1.79
02.01.2022,Agrola,"Aeussere Klus 39, 4702 Oensingen",1.79
16.01.2022,Eni,"Via San Gottardo, 6776 Piotta",1.79
16.01.2022,Socar,"Via San Gottardo, 6775 Ambrì",1.79
16.01.2022,Tamoil,"Fiesso di Mezzo, 6772 Rodi-Fiesso",1.79
04.10.2021,Avia,"Seestr. 107, 9326 Horn",1.79
04.10.2021,Avia,"Seestr. 33, 9326 Horn",1.79
01.05.2019,Garage Hug,"Bürglenstr. 1 , 9517 Mettlen",1.79
01.05.2019,Avia,"Langgasse 55, 9000 St. Gallen",1.79
04.10.2021,Coop Pronto,"Egnacherstr. 1, 9320 Arbon",1.79
01.05.2019,BP,"Romanshornstr. 13, 8583 Sulgen",1.79
04.10.2021,Agrola,"Bahndammweg 5, 8546 Islikon",1.79
29.08.2021,Garage du Chêne,"rue Chêne 32, 1315 La Sarraz",1.79
24.09.2011,Landi Gächlingen,"Im Chloster 2, 8214 Gächlingen",1.79
13.08.2021,Simond,"rte Boussens, 1042 Bettens",1.79
01.05.2019,Coop Pronto,"Grünaustr. 1 , 9300 Wittenbach",1.79
01.05.2019,Agrola TopShop,"Romanshornerstr. 51, 9300 Wittenbach",1.79
06.10.2021,Station Avia,"rue Lausanne 71, 1110 Morges",1.79
22.04.2019,Migrol Service,"Staatsstr. 10, 9477 Trübbach",1.79
07.10.2019,Garage Otto Meier AG,"Andelfingerstr. 16, 8416 Flaach",1.789
22.03.2021,station Shell,"av. Figuiers 22, 1007 Lausanne",1.785
11.11.2014,Eni Tankstelle Zürich Nord,"Dörflistrasse 90, 8050 Zürich",1.785
25.07.2014,Tamoil,"Spiezstr. 10, 3645 Gwatt (Thun)",1.78
05.03.2014,Avia,"Wehntalerstr. 347, 8000 Zürich",1.78
01.05.2019,Coop,"Weinfelderstrasse 115, 8580 Amriswil",1.78
23.01.2020,Coop,"Seestr. 67, 8800 Thalwil",1.78
01.09.2021,BP,"Rorschacherstr. 271, 9000 St. Gallen",1.78
23.06.2014,MINI PRIX Littoral Shop,"Avenue de Neuchâtel 91, 2024 St-Aubin-Sauges",1.78
02.01.2019,Shell,"Wehntalerstrasse 17, 8162 Steinmaur",1.78
18.01.2014,Agrola,"Dorfstr. 11, 9413 Oberegg",1.78
11.10.2021,BP,"Via San Gottardo, 6593 Cadenazzo",1.78
10.06.2019,Eni,"Landstr. 45, 9490 Vaduz",1.78
07.10.2014,Sonnenberg Garage,"Ebni 18, 9053 Teufen AR",1.78
07.10.2019,Agrola TopShop,"Zürichstr. 44, 8413 Neftenbach",1.78
14.10.2018,Ruedi Rüssel Tankstelle,"Via Nova 9A, 7017 Flims Dorf",1.78
01.05.2019,Red Fox Freie Tankstelle,"St. Gallerstrasse 11 , 9300 Wittenbach",1.78
01.05.2019,Shell,"Weinfelderstrasse 130, 8580 Amriswil",1.78
22.04.2019,BP,"Churerstr. 63, 9470 Buchs SG",1.78
16.01.2022,Migrol,"Via S. Gottardo, 6780 Airolo",1.78
26.11.2014,Autobahn-Raststätte St. Margrethen,"Nebengraben, 9430 St. Margrethen SG",1.78
01.05.2019,Tamoil,"Weinfelderstr. 74, 8580 Amriswil",1.78
01.05.2019,Tankstelle Sonne,"Konstanzerstr. 17, 9512 Rossrüti",1.78
30.10.2021,oeltrans,"Grabenstr. 6, 3600 Thun",1.78
29.06.2013,Bebi Bircher,"Bibersteinerstr. 60, 5022 Rombach",1.78
01.05.2019,BP,"Weinfelderstr. 69B, 8580 Amriswil",1.78
01.05.2019,Avia,"Romanshornerstr. 203, 8580 Amriswil",1.78
01.05.2019,Eni,"Weinfelderstr. 57, 8580 Amriswil",1.78
21.10.2018,Socar,"Bachstrasse 55, 8200 Schaffhausen",1.78
13.10.2014,Shell,"Stanserstr. 1, 6374 Buochs",1.78
22.07.2014,Coop,"Frutigenstrasse 71, 3604 Thun",1.78
11.02.2021,Shell,"Grindelwaldstr. 96, 3818 Grindelwald",1.78
22.04.2019,Socar,"Plattis 1, 9476 Weite",1.78
22.04.2019,Avia,"Hauptstr. 101, 9475 Sevelen",1.78
22.04.2019,BP,"Gonzenstr. 7, 9475 Sevelen",1.78
19.11.2020,Socar,"St. Gallerstr. 19, 9470 Buchs SG",1.78
22.04.2019,Coop,"St. Gallerstr. 28, 9470 Buchs SG",1.78
04.10.2021,Avia,"Tösstalstr. 61, 8486 Rikon im Tösstal",1.779
04.10.2021,LGG Handels AG,"Hauptstr. 35, 8594 Güttingen",1.775
19.09.2021,Schaffhausen-Herblingen,"Stüdliackerstrasse 10 , 8207 Schaffhausen",1.775
21.12.2018,Migrol,"Hinterbergstr. 39, 6312 Steinhausen",1.77
04.10.2021,Coop,"Rorschacherstr. 92 , 9424 Rheineck",1.77
13.07.2021,Shell Schönegg-Garage,"Oberlandstr. 54, 3700 Spiez",1.77
16.03.2021,station Eni,"rte Lausanne 9, 1040 Echallens",1.77
04.10.2021,Shell,"Hauptstr. 30, 9422 Staad SG",1.77
08.11.2021,Coop Pronto,"Badenerstr. 2 , 5620 Bremgarten AG",1.77
20.01.2020,Shell,"Heuberg West / A52, 8127 Forch",1.77
12.03.2019,Avia,"Wilestr. 13, 8957 Spreitenbach",1.77
11.04.2019,Avia,"Wilerstr. 16, 9554 Tägerschen",1.77
22.04.2019,BP,"Hauptstr., 9650 Nesslau",1.77
22.04.2019,Avia,"Unterwässerli, 9657 Unterwasser",1.77
22.04.2019,Avia,"Hauptstr., 9658 Wildhaus",1.77
22.04.2019,BP,"Sägenboden 560, 9658 Wildhaus",1.77
07.04.2021,Shell,"Glattzentrum, 8304 Wallisellen",1.77
24.01.2022,Tamoil,"Aargauerstr. 16, 5610 Wohlen AG",1.77
15.09.2014,Schenk,"Bittertenstr. 16, 4702 Oensingen",1.77
30.11.2008,Ruedi Rüssel,"Auerstr. 34, 9442 Berneck",1.77
28.04.2021,Shell,"Husacherstr. 2, 8304 Wallisellen",1.77
14.06.2019,Socar,"Seestr. 198, 8820 Wädenswil",1.77
14.06.2019,Store Service AG AVIA Tankstelle,"Zugerstrasse 41, 8820 Wädenswil",1.77
31.01.2019,Shell,"Bergstr. 117, 8000 Zürich",1.77
04.10.2021,Avia,"St. Gallerstr. 106, 8404 Winterthur",1.77
14.06.2019,Avia,"alte Zugerstr. 4, 8820 Wädenswil",1.77
28.04.2021,Coop Pronto,"Erlenweg 1, 8305 Dietlikon",1.77
01.10.2020,Agrola,"Im alten Riet 131, 9494 Schaan",1.77
26.06.2019,Avia,"Sankt Alban-Anlage 72, 4052 Basel",1.77
04.10.2021,BP,"Frauenfelderstrasse 9, 8404 Winterthur",1.77
04.10.2021,Red Fox,"Hauptstr., 9445 Rebstein",1.77
21.10.2018,Migrol,"Hauptstr. 99, 8280 Kreuzlingen",1.77
22.04.2019,Ruedi Rüssel,"Hauptstrasse 3, 9477 Trübbach",1.77
04.07.2011,Coop,"Baslerstr. 28, 5222 Umiken",1.77
04.10.2021,Avia,"Frauenfelderstr. 44, 8404 Winterthur",1.77
16.06.2019,Migrol,"Zürcherstr. 276, 8500 Frauenfeld",1.77
16.06.2019,BP,"Schaffhauserstr. 50, 8500 Frauenfeld",1.77
02.07.2012,Agrola,"Kriessernstr. 13, 9450 Altstätten SG",1.77
30.09.2019,Jubin,"Route de Peney, 1445 Vuiteboeuf",1.77
21.10.2018,Shell Plaza,"Löwenstr. 21, 8280 Kreuzlingen",1.77
08.11.2021,Shell,"Wohlerstr. 18, 5620 Bremgarten AG",1.77
28.09.2014,Agrola,"Neubrunn, 9304 Bernhardzell",1.77
11.10.2021,Sports,"Via Cantonale 7, 6814 Cadempino",1.77
13.03.2019,Socar,"Allmendstr. 121, 8041 Zürich",1.77
18.02.2021,BP Service Rose de la Broye,"Rose de la Broye, 1470 Lully FR",1.769
19.09.2019,Avia,"Flughafenstr. 8, 8302 Kloten",1.769
05.05.2021,Tamoil station,"Chemin de Sorécot 15, 1033 Cheseaux-Lausanne",1.76
04.10.2021,Shell,"Romanshornerstr., 9322 Egnach",1.76
18.09.2020,Tankstelle Zimmermann,"Mülenenstr., 3703 Aeschi b. Spiez",1.76
13.07.2021,Agip,"Bodenstr. 1, 3715 Adelboden",1.76
11.10.2021,Statzione di benzina LEONE,"Via San Gottardo 13, 6900 Lugano",1.76
20.01.2020,Forchgarage,"Forchstr. 180, 8125 Zollikerberg",1.76
13.07.2014,Station Migrol,"Route de Neuchâtel 2, 2053 Cernier",1.76
13.08.2018,BP Tankstelle Hans Seiler,"Wilerstr. 20, 9602 Bazenheid",1.76
02.01.2011,Agip,"Camplium 1C, 7166 Trun",1.76
01.10.2018,Hergol,"Seestr. 87, 6052 Hergiswil NW",1.76
23.06.2014,Rue de la Chapelle 54,"Rue de la Chapelle 54, 2035 Corcelles NE",1.76
23.06.2014,MINI PRIX Station Service Les Pereuses,"Rue des Draizes 7, 2000 Neuchâtel",1.76
08.11.2021,Migrol,"Luzernerstr. 64, 5630 Muri AG",1.76
08.11.2021,Coop,"Luzernerstr. 33, 5630 Muri AG",1.76
08.11.2021,Eni,"Luzernerstr. 13, 5630 Muri AG",1.76
08.11.2021,Shell,"Aarauerstr. 21, 5630 Muri AG",1.76
08.11.2021,Landi,"Zentralstr. 24, 5623 Boswil",1.76
08.11.2021,Avia,"Zentralstr. 6, 5623 Boswil",1.76
08.11.2021,Agrola,"Zürcherstr. 1, 5630 Muri AG",1.76
08.11.2021,Migrol Service,"Muristrasse 8, 5623 Boswil",1.76
22.04.2019,Avia,"Staatsstr. 83, 9472 Grabs",1.76
12.10.2019,Shell,"Via la Sguancia 11, 6912 Pazzallo",1.76
24.06.2011,Ruedi Rüssel,"Hauptstr. 163, 5078 Effingen",1.76
12.03.2021,Garage Casale,"rte Echallens 16, 1037 Etagnières",1.76
26.12.2020,T Felder,"Pfarrmatte, 6122 Menznau",1.76
04.07.2011,Garage Erb,"Baslerstr. 24, 5222 Umiken",1.76
04.10.2021,Agip,"Arbonerst. 8, 8590 Romanshorn",1.76
04.10.2021,Avia,"Romanshornerstr. 115, 9322 Egnach",1.76
04.10.2021,Red Fox,"Hauptstr. 70, 9323 Steinach",1.76
12.11.2014,Migrol,"Schaffhauserstr. 315, 8000 Zürich",1.76
16.06.2019,Socar,"Schaffhauserstr. 6, 8500 Frauenfeld",1.76
11.04.2019,Migrol Tankstelle,"Höhenstr. 2, 9555 Tobel",1.76
05.11.2021,Socar,"route d'Anet 6, 1786 Sugiez",1.76
31.05.2019,Migrol,"Vorderi Böde 1 , 5452 Oberrohrdorf",1.76
31.05.2019,Avia,"Mutschellenstr.25, 5454 Bellikon",1.76
28.08.2011,August Ulmer,"Seestr. 181, 8266 Steckborn",1.76
04.10.2021,Ruedi Rüssel,"Hauptstr. 87, 9430 St. Margrethen SG",1.76
21.08.2014,MINI PRIX,"Hauptstrasse 25A, 2556 Scheuren",1.76
17.02.2014,Garage Schneider AG,"Wehntalerstrasse 276, 8046 Zürich",1.76
17.03.2019,Garage Gmür AG,"Ueberlandstr. 725, 8051 Zürich",1.755
17.03.2019,Flug-Garage AG,"Klotenererst. 72, 8303 Bassersdorf",1.755
16.07.2018,Landi,"Rellikonstr., 8124 Maur",1.755
07.04.2019,Eni,"Schaffhauserstr. 15, 8442 Hettlingen",1.755
04.10.2021,Germann,"Messenriet 33, 8500 Frauenfeld",1.755
25.06.2018,Tamoil,"Rue de Montsalvens, 1636 Broc",1.75
21.12.2018,Landi,"Poststr. 5 , 6343 Rotkreuz",1.75
10.05.2020,Taxi Ernst Hess AG,"Eichwaldstr. 39, 6005 Luzern",1.75
02.01.2019,Hans Bader AG,"Wehntalerstrasse 5, 8165 Oberweningen",1.75
02.05.2021,Migrol,"Wilerstr. 90, 9200 Gossau SG",1.75
02.05.2021,Coop,"Wilerstr. 82, 9200 Gossau SG",1.75
02.05.2021,BP,"Wilerstr. 53, 9200 Gossau SG",1.75
02.01.2022,Tamoil,"Grandval 72, 2744 Belprahon",1.75
25.06.2018,Eni,"Chemin de Champ-Francey 146, 1630 Bulle",1.75
25.06.2018,Celsa,"Hauptstrasse 381, 1656 Jaun",1.75
25.06.2018,Tamoil,"Rue du Centre 11, 1637 Charmey (Gruyère)",1.75
17.03.2019,Coop,"Bassersdorferstr. 113, 8302 Kloten",1.75
