Datum,brand,addresse,diesel
16.11.2020,Migrol Tankstelle,"Barblanstr. 30, 7000 Chur",1.52
25.11.2020,Coop,"Hausimollstrasse 3, 4622 Egerkingen",1.52
14.06.2017,Migrol,"Hauptstrasse 29, 5043 Holziken",1.52
22.10.2020,Avia,"Zugerstr. 77, 6314 Unterägeri",1.52
28.11.2020,coop Pronto,"Rugenparkstr. 19, 3800 Interlaken",1.52
22.10.2020,BP,"Zugerstr. 33, 6314 Unterägeri",1.52
01.08.2019,Garage Faes AG,"Kirchenfeldstr. 6, 5727 Oberkulm",1.52
14.06.2017,Avia,"Köllikerstr. 30, 5745 Safenwil",1.52
21.12.2020,Migrol,"Weiacherstr. 57, 8427 Rorbas",1.52
24.10.2020,Coop,"Eymattstrasse 15, 3027 Bern",1.52
03.10.2017,Avia,"Bernstr. 39, 4665 Oftringen",1.52
14.06.2017,Vögtlin Meyer AG,"Hauptstr. , 4446 Buckten",1.52
14.06.2017,Remo Schmid AG,"Passwangstr. 45, 4226 Breitenbach",1.52
11.11.2020,Shell,"Wehntalerstrasse 4, 8157 Dielsdorf",1.52
21.10.2020,Coop Pronto,"Zürichstr. 114, 8134 Adliswil",1.52
27.11.2016,Garage Graf,"Ergolzstrasse 36 , 4460 Gelterkinden",1.52
10.12.2016,Coop Pronto,"Sissacherstrasse 24, 4460 Gelterkinden",1.52
28.06.2020,Avia,"Kantonsstr. 2, 7252 Klosters Dorf",1.52
28.06.2020,Avia,"Dalvazza, 7240 Küblis",1.52
22.05.2017,BP,"Mariahilfstr. 1, 1712 Tafers",1.52
29.12.2020,Tamoil,"Landstr. 187, 5430 Wettingen",1.52
20.11.2020,Avia,"Landstr. 8, 8112 Otelfingen",1.52
22.05.2017,Agrola,"Dorfschaftsstr. 2, 1712 Tafers",1.52
22.05.2017,Agrola,"Mostereiweg 2, 3186 Düdingen",1.52
27.07.2020,Shell,"Industriestr. 2, 3186 Düdingen",1.52
23.09.2015,AGROLA Tankstelle Fehraltorf,"Sennhüttenweg, 8320 Fehraltorf",1.52
09.10.2015,Tamoil,"Route Grand-Saint-Bernard, 1945 Liddes",1.52
29.12.2020,BP,"Südstrasse 1, 9463 Oberriet SG",1.52
30.10.2016,Coop Pronto,"Klarastrasse 12 , 9320 Arbon",1.52
30.05.2017,Tamoil,"Im Chrummenacher 8, 8308 Illnau",1.52
16.07.2015,Garage Zemp,"Artherstr. 117, 6317 Oberwil b. Zug",1.52
30.10.2016,Seegarage,"Seestrasse, 8266 Steckborn",1.52
12.11.2020,Walter Flückiger,"Roosstrasse, 8105 Regensdorf",1.52
07.11.2020,Tamoil,"Zürcherstr. 70, 7320 Sargans",1.52
15.12.2020,Bp Service Grandes Rives,"rte de Genève 58, 1028 Préverenges",1.52
14.10.2017,Socar Spiez,"Simmentalstr. 35, 3700 Spiez",1.52
01.05.2017,Agrola,"Bernstr. 8, 3205 Gümmenen",1.52
21.12.2020,Garage Engehof Werner GmbH,"Schaffhauserstrasse 227, 8222 Beringen",1.52
17.10.2020,Agrola Schaffhausen,"Majorenacker 17, 8207 Schaffhausen",1.52
16.11.2020,Avia,"St. Gallerstr. 124, 7320 Sargans",1.52
23.11.2020,Shell,"Hauptstr. 43, 5502 Hunzenschwil",1.52
23.12.2020,Freie Tankstelle,"Eichaustrasse 8, 9463 Oberriet SG",1.52
20.10.2015,Avia,"Hendschikerstr. 9, 5600 Lenzburg",1.515
12.11.2020,Agrola,"Köllikerstr. 17, 5745 Safenwil",1.515
14.06.2017,Avia,"Hauptstr., 4446 Buckten",1.515
31.07.2017,Avia,"Luzernerstr. 84, 6014 Littau",1.51
18.12.2020,Socar,"Altmarktstr. 110, 4410 Liestal",1.51
13.08.2020,Migrol Service,"Rheinfelsstr. 2, 7000 Chur",1.51
14.12.2020,Coop Pronto,"rue Battentin 1, 1630 Bulle",1.51
16.07.2017,Avia,"Seestr. 35, 6314 Unterägeri",1.51
04.04.2015,Bucher Guyer AG,"Murzlenstrasse, 8166 Niederweningen",1.51
09.12.2016,Agrola Tankstelle Eiken,"Laufenburgerstr. 6, 5074 Eiken",1.51
14.06.2017,Ruedi Rüssel,"Bernstr. 4, 4665 Oftringen",1.51
05.08.2020,Coop,"St. Gallerstr. 52, 9400 Rorschach",1.51
14.06.2017,Ruedi Rüssel,"Breitenbachstr. 46, 4227 Büsserach",1.51
15.02.2018,Voegtlin-Meyer,"Ausserdorfstr 29, 5107 Schinznach Dorf",1.51
09.10.2020,Migrol,"Zürichstr. 7, 8185 Winkel",1.51
09.10.2020,Agrola,"Seebnerstr. 12, 8185 Winkel",1.51
28.05.2017,Pneu & Garage zur Burg,"Burgstr. 18, 3600 Thun",1.51
20.03.2017,Agip,"Dorfstr. 40, 6375 Beckenried",1.51
18.06.2020,Migrol,"Kradolfstr. 54, 8583 Sulgen",1.51
29.12.2020,Avia,"Landstr. 121, 5430 Wettingen",1.51
24.09.2015,Ruedi Rüssel,"Seestr. 323, 8804 Au ZH",1.51
29.12.2020,Tamoil,"Duensstr. 10, 3186 Düdingen",1.51
13.12.2022,Socar,"Talstr. 88, 7563 Samnaun Dorf",1.51
14.10.2020,Socar,"Seestr. 287, 8810 Horgen",1.51
13.12.2022,Migrol,"Talstr. 88, 7563 Samnaun Dorf",1.51
12.12.2020,Hess AG,"Turnierstrasse, 3124 Belpberg",1.51
17.02.2021,Midland,"Brühlstr. 328, 5732 Zetzwil",1.51
09.10.2015,Tamoil,"Route du Grand-St-Bernard, 1921 Martigny-Croix",1.51
09.10.2015,Agip,"Route du Grand-St-Bernard, 1933 Sembrancher",1.51
14.06.2017,Avia,"Hauptstrasse, 5015 Niedererlinsbach",1.51
21.12.2020,Migrol,"Industriestr. 43 , 8404 Winterthur",1.51
22.12.2020,Weier Auto AG,"Rinkenbach 39, 9050 Appenzell",1.51
09.10.2016,Roland Meylan,"Route Suisse 45, 1196 Gland",1.51
17.03.2020,Avia,"Zollplatz 7, 5322 Koblenz",1.51
02.02.2021,Tancadi-Tankstelle Pino,"Stradun, 7162 Tavanasa",1.51
09.10.2016,Migrol,"Route Industrielle 14, 1860 Aigle",1.51
11.02.2017,Autohaus Erwin Steffen ,"Eduard-Huber-Str.18 , 6022 Grosswangen",1.51
02.12.2020,Coop,"Badenerstrasse 812, 8048 Zürich",1.51
21.12.2020,Migrol,"Buchmoos 333 , 8311 Brütten",1.51
14.10.2020,Obfelder Dorfmärt,"Dorfstrasse 48, 8912 Obfelden",1.51
21.05.2020,Avia,"A. Quiquerez 14, 2800 Delémont",1.51
23.12.2020,Migrol,"Staatsstr. 178 , 9463 Oberriet SG",1.51
18.06.2020,Agrola ,"Hauptstr. 3, 9214 Kradolf-Schönenb.",1.51
26.11.2020,BP,"Zentralstr. 54 , 5610 Wohlen AG",1.51
13.11.2020,Scall,"Zugerstr. 82, 8810 Horgen",1.51
14.10.2020,Avia,"Jonenstr. 32, 8913 Ottenbach",1.509
25.10.2020,Autobahn-Center Münsingen Ost A6,"Muensingen Ost, 3110 Münsingen",1.509
06.04.2020,Tamoil,"Dübendorferstr. 123, 8051 Zürich",1.5
14.11.2020,Avia,"Schiffländestr. 3, 5000 Aarau",1.5
11.12.2020,BP Tankstelle,"Badenerstr. 16, 5442 Fislisbach",1.5
03.08.2017,Migrol,"Frutigenstrasse 49, 3600 Thun",1.5
09.09.2016,Seeblick Garage AG,"Hügsamstrasse 2, 8833 Samstagern",1.5
28.01.2021,Kreuchi,"Baslerstrasse 9, 4710 Balsthal",1.5
16.07.2017,Avia,"Schäracher 2, 6232 Geuensee",1.5
16.07.2017,Shell,"Kantonsstr. 34, 6232 Geuensee",1.5
16.07.2017,Agrola,"Luzernerstr. 18, 6233 Büron",1.5
26.12.2020,Avia,"St. Gallerstr. 2, 9403 Goldach",1.5
16.07.2017,Agrola,"Grund, 6234 Triengen",1.5
10.09.2020,Eni,"Oltnerstrasse 32, 4622 Egerkingen",1.5
23.12.2020,BP,"Flughofstr. 47, 8153 Rümlang",1.5
12.12.2020,Tamoil,"Hauptstr. 44, 6315 Oberägeri",1.5
13.10.2016,Shell,"Winkelriedstr. 7a, 3014 Bern",1.5
05.08.2020,Aviamat Tankstelle,"Oberstr. 137, 9000 St. Gallen",1.5
15.10.2020,Avia,"Hüttnerstr. 25, 8824 Schönenberg ZH",1.5
15.10.2020,Agrola,"Hüttnerstr. 10, 8824 Schönenberg ZH",1.5
19.12.2022,Acla da Fans,"Samnaunerstrasse, 7560 Martina",1.5
16.11.2020,Autocenter Mels AG,"Zeughausstrasse 18, 8887 Mels",1.5
22.05.2017,Agip,"Niederried 16, 1716 Oberschrot",1.5
15.07.2017,Avia,"Seestr. 73, 8805 Richterswil",1.5
22.05.2017,Hofmatt-Garage AG,"Hofmatt163, 1715 Alterswil FR",1.5
22.05.2017,Agrola,"Galteren 21, 1715 Alterswil FR",1.5
14.10.2020,Tank im Rank - Ihre persönliche Tankstelle im Dorf!,"Zürcherstr. 14, 8917 Oberlunkhofen",1.5
22.05.2017,Mini Prix,"Mariahilfstr. 6 , 1712 Tafers",1.5
14.09.2020,Agrola Eglingen,"Laupenstr. 2, 8638 Goldingen",1.5
09.10.2015,Mini Prix,"Route du Grand-St-Bernard, 1933 Sembrancher",1.5
09.10.2015,Jubin,"Route du Saint-Bernard, 1937 Orsières",1.5
09.10.2015,Agip,"Route du Saint-Bernard, 1937 Orsières",1.5
09.10.2015,Jubin,"Route du Gd-St-Bernard, 1946 Bourg-St-Pierre",1.5
09.10.2015,Jubin,"Route du Gd-St-Bernard, 1946 Bourg-St-Pierre",1.5
10.04.2017,G Rippepi,"Via Francesco Borromini 3, 6850 Mendrisio",1.5
30.12.2008,Hotz Sarl,"Meudon 3b, 2126 Les Verrières",1.5
10.04.2017,Minor prezzo,"Via Laveggio 12, 6850 Mendrisio",1.5
11.12.2020,BP Tankstelle Heiden,"Rosentalstrasse 1, 9410 Heiden",1.5
11.05.2020,Freie Tankstelle,"Ecke Oberalp-/Gürtelstrasse, 7000 Chur",1.5
14.06.2017,Avia,"Solothurnerstr. 7, 4614 Hägendorf",1.5
07.04.2017,BP,"Industriestrasse Ost 9, 4614 Hägendorf",1.5
14.06.2017,Agrola,"Dorfstrasse 5, 4612 Wangen b. Olten",1.5
14.11.2020,Avia,"Buchserstr. 66, 5000 Aarau",1.5
31.07.2020,Avia,"Bernerstr. Nord 182, 8064 Zürich",1.5
14.12.2020,Agrola,"Burgstr. 11, 8880 Walenstadt",1.5
30.07.2020,TCS,"Uferstr. 10, 4414 Füllinsdorf",1.5
05.11.2020,Coop Pronto,"Hauptstrasse 45, 5113 Holderbank AG",1.5
13.11.2016,Socar,"Schaffhauserstr. 40, 8152 Glattbrugg",1.5
29.10.2016,Oil,"Industriestr. 27, 8952 Schlieren",1.5
25.07.2020,Molkerei Biedermann AG,"Schützengütlistr. 2, 9220 Bischofszell",1.5
29.07.2015,Shell,"Via San Gottardo 101, 6900 Massagno",1.5
03.12.2020,BP,"Industrie Nord, 5745 Safenwil",1.5
13.08.2020,Migrol,"Zugerstr. 5, 6030 Ebikon",1.5
21.12.2020,Migrol,"Lochackerstrasse 7, 8423 Embrach-Embraport",1.5
13.08.2020,Migrol,"Luzernstr. 17, 6030 Ebikon",1.5
18.12.2020,Horgengarage Wüest,"Seestr. 16, 8810 Horgen",1.499
30.10.2016,Bürgi Prod. & Handels AG,"Hauptstr. 1, 8506 Lanzenneunforn",1.495
18.11.2020,Migrol Service,"Riehenstr. 52, 4058 Basel",1.49
22.05.2017,Mini Prix,"Hauptstr. 36, 3186 Düdingen",1.49
09.10.2016,Migrol Service,"St. Gallerstr. 34 , 9403 Goldach",1.49
21.07.2016,Shell,"Li Geri 129, 7744 Campocologno",1.49
11.07.2015,Migrol Service,"Via San Gottardo, 6942 Savosa",1.49
29.12.2020,Shell,"Wehntalerstr. 586 c, 8000 Zürich",1.49
16.07.2017,Agrola,"Hauptstr. 33, 6280 Hochdorf",1.49
09.10.2016,Migrol Service,"Thurgauerstr. 100, 8000 Zürich",1.49
11.04.2017,Avia,"Via Cantonale 51, 6983 Magliaso",1.49
22.10.2020,Migrol,"Schmidtli, 6314 Neuägeri",1.49
29.12.2020,Migrol Auto Service,"Kägenstr. 1, 4153 Reinach BL",1.49
17.12.2020,Migrol,"Glattalstrasse 175, 8153 Rümlang",1.49
29.12.2020,Migrol,"Im Schnegg 1, 8810 Horgen",1.49
22.05.2017,Mini Prix,"Kaspera 481, 1716 Schwarzsee",1.49
22.05.2017,Zahnd,"Telmoos 40, 1716 Plaffeien",1.49
22.05.2017,Mini Prix,"Telmoos 1, 1716 Plaffeien",1.49
22.05.2017,Tamoil,"Bifang 266, 1716 Oberschrot",1.49
22.05.2017,Mini Prix,"Hauptstr. 26, 1719 Zumholz",1.49
18.12.2020,Avia,"Seestr. 340, 8810 Horgen",1.49
22.11.2020,Oil!,"Tschachenstr. 1, 8752 Näfels",1.49
25.07.2017,Eni,"Kantonsstr. 115, 8807 Freienbach",1.49
14.10.2017,Tankstelle Schulthess,"Dorfstr. 26, 3704 Krattigen",1.49
29.12.2020,the Brooklyn AG,"Seestrasse 18, 8810 Horgen",1.49
23.12.2020,Tamoil,"Oltnerstr. 502, 4622 Egerkingen",1.49
09.10.2016,Migrol,"Zürichstrasse 57, 8180 Bülach",1.49
30.10.2016,Rickenbach Erich,"Hauptstrasse 34, 8268 Mannenbach-Salenst",1.49
23.11.2020,Socar,"Hauptstr. 37, 5502 Hunzenschwil",1.49
13.11.2020,Avia,"Badenerstr. 35, 8952 Schlieren",1.49
30.10.2016,Socar ERMATINGEN ,"Hauptstr. 176  , 8272 Ermatingen",1.485
01.11.2020,Heis.ch,"Via Principale, 7741 S. Carlo GR",1.48
17.09.2017,Fredis Tankstelle,"Oltnerstr. 6, 5014 Gretzenbach",1.48
15.10.2020,Scheiweiler Garagen AG,"Allenwindenstrasse 10, 8832 Wollerau",1.48
18.09.2020,Post Tankstelle,"Alleestr. 26, 3703 Aeschi b. Spiez",1.48
11.07.2015,Migrol Service,"Centro Commerciale, 6836 Serfontana",1.48
01.11.2020,Garage Rossi,"Sant'Antonio, 7742 Poschiavo",1.48
01.11.2020,Garage Bernina ,"Via du Curtin , 7742 Poschiavo",1.48
01.11.2020,D. Formolli,"Via di Curtin, 7742 Poschiavo",1.48
04.04.2020,Oeltrans,"Rugenparkstr. 38, 3800 Interlaken",1.48
23.12.2020,Avia,"Seestrasse 177, 8800 Thalwil",1.48
04.04.2020,Oeltrans Interlaken West,"Rugenparkstrasse, 3800 Interlaken",1.48
28.01.2021,Ruedi Rüssel,"Lindenallee 15, 4710 Balsthal",1.48
29.12.2020,Coop,"Bernstrasse 31, 3506 Grosshöchstetten",1.48
09.10.2016,Migrol,"Nöggel 234 , 9055 Bühler",1.48
14.11.2020,Agrola,"Eisenbahnstrasse, 8730 Uznach",1.48
10.12.2016,Garage Heinz Schaub,"Langmattweg 2 , 4466 Ormalingen",1.48
09.10.2016,Migrol,"Rte de Bâle 88 , 2800 Delémont",1.48
21.05.2020,Jubin,"Route de Courgenay, 2900 Porrentruy",1.48
22.05.2017,Celsa,"Schwarzseestr. 7, 1735 Giffers",1.48
21.05.2020,Coop,"Route de Courgenay 18, 2900 Porrentruy",1.48
23.06.2017,Migrol Service,"Rodtmattstr. 109, 3000 Bern",1.48
21.05.2020,Station Paupe,"Rue Martin Burrus 2, 2926 Boncourt",1.48
21.05.2020,Station Paupe,"Route de France 27, 2926 Boncourt",1.48
21.05.2020,Jubin,"Route du Jura 9, 2926 Boncourt",1.48
21.05.2020,Jubin,"Route du Jura 26, 2926 Boncourt",1.48
21.05.2020,Jubin,"Route de Boncourt 6W, 2923 Courtemaîche",1.48
18.08.2020,Agip,"PFOLONG, 3954 Leukerbad",1.48
21.05.2020,Shell,"Rue Xavier Stockmar 6, 2900 Porrentruy",1.48
21.05.2020,Mazout,"Route de Courgenay, 2952 Cornol",1.48
07.05.2020,AGROLA Top-Shop Gossau,"Tannenbergstr. 7, 8625 Gossau ZH",1.48
27.01.2021,Auto Wagner,"Stansstaderstrasse 98, 6370 Stans",1.48
27.12.2020,Tamoil,"Zürcherstr. 109, 8953 Dietikon",1.48
27.12.2020,Tamoil,"Bernstr. 31, 8952 Schlieren",1.48
12.11.2020,Merkt-Leu,"Nordstr. 88, 8200 Schaffhausen",1.48
30.10.2016,Bösch Garage,"Hauptstr. 11, 8274 Tägerwilen",1.48
09.10.2016,Migrol Auto Service,"Rue du Locle 64 , 2300 La Chaux-de-Fonds",1.48
29.09.2016,BP,"Deucherstr. 34, 8570 Weinfelden",1.48
23.05.2020,Eni,"Via San Gottardo, 6943 Vezia",1.48
14.12.2020,BP Service Telli AG,"Neumattstr. 9, 5000 Aarau",1.48
23.05.2020,Socar,"Via San Gottardo, 6943 Vezia",1.48
29.12.2020,Coop Pronto,"Maihofstr. 101, 6006 Luzern",1.48
23.12.2020,Garage Egger AG,"Zürcherstr./Bernstr., 8953 Dietikon",1.48
29.12.2020,Esso Schaffhausen,"Grubenstr. 80, 8203 Schaffhausen",1.48
22.05.2017,Mini Prix,"Route de la Gruyère, 1724 Le Mouret",1.475
14.06.2017,Avia,"Baselstr. 22, 4147 Aesch BL",1.475
02.10.2017,Migrol,"Stettenenstr. 39, 5074 Eiken",1.475
14.12.2020,Emil Frey AG,"Badenerstr. 600, 8000 Zürich",1.475
29.12.2020,Tamoil,"Wagistr. 24, 8952 Schlieren",1.47
11.09.2020,COOP,"Hauptstr. 29, 8246 Langwiesen",1.47
09.10.2016,Migrol Schleitheim,"Schwarzwaldstr., 8226 Schleitheim",1.47
23.12.2020,BP,"Lörracherstr. 153, 4125 Riehen",1.47
23.12.2020,BP,"Hauptstr. 26, 5726 Unterkulm",1.47
29.12.2020,Coop Pronto,"Landstr. 151, 5430 Wettingen",1.47
06.08.2015,Socar Sarnen,"Güterstr. 1a, 6060 Sarnen",1.47
11.04.2017,Euro Service,"Via Cantonale 42, 6983 Magliaso",1.47
23.03.2017,Garage S.Kocher,"Grand-Rue 3, 2616 Renan BE",1.47
17.10.2016,Garage Hotz Sa,"Rue de la Promenade 10, 2105 Travers",1.47
19.10.2020,BP,"Via R. Leoncavallo 64, 6614 Brissago",1.47
19.10.2020,Piccardilly,"Via R. Leoncavallo 62, 6614 Brissago",1.47
19.10.2020,Eni,"Via R. Leoncavallo 46, 6614 Brissago",1.47
19.10.2020,Eni,"Via Cantonale, 6622 Ronco sopra Ascona",1.47
24.01.2015,BP Service Buelach,"Kernstr. 6, 8180 Bülach",1.47
20.11.2020,ZST AG,"Mellingerstr. 216, 5405 Dättwil",1.47
20.11.2020,Tamoil,"Mellingerstr. 208, 5405 Baden",1.47
14.12.2020,Agrola,"Route de Riaz 79A, 1630 Bulle",1.47
02.12.2020,BP,"Rickenstr. 40, 8737 Gommiswald",1.47
09.10.2016,Migrol,"Egghölzlistrasse 1, 3006 Bern",1.47
23.07.2020,Migrol,"Wilerstr. 7, 9602 Bazenheid",1.47
26.12.2020,Avia,"Dammstr. 7a, 9240 Uzwil",1.47
14.09.2020,Avia,"Heiligkreuzstr. 53, 9000 St. Gallen",1.47
14.09.2020,Auto Rueger AG,"Hauptstr. 5, 3860 Meiringen",1.47
22.12.2020,Migrol Tankstelle,"Gontenstr. 8, 9050 Appenzell",1.47
25.09.2016,Socar,"Hohlstr. 544, 8000 Zürich",1.47
11.07.2015,Migrol,"Via San Gotthardo 71, 6500 Bellinzona",1.47
21.11.2020,OIL! - Automatenstation,"Fronwaldstrasse 15, 8046 Zürich",1.47
11.12.2020,BP,"Hofwiesenstr. 268, 8000 Zürich",1.47
01.05.2017,Agip,"Kerzersstr. 28, 3225 Müntschemier",1.47
19.10.2020,Piccadilly,"Via Cantonale, 6595 Riazzino",1.47
15.12.2020,Ruedi Rüssel,"Gysulastr. 1, 5000 Aarau",1.47
29.12.2020,Tamoil,"Bernstr. 361, 8953 Dietikon",1.47
25.09.2016,Socar,"Badenerstr. 41, 8952 Schlieren",1.47
29.12.2020,Bjarsch Automobile,"Badenerstr. 42, 8952 Schlieren",1.47
22.10.2020,Ruedi Rüssel,"Ottenbacherstr. 1, 8909 Zwillikon",1.469
15.07.2017,Avia,"Kantonsstr. 10, 8807 Freienbach",1.469
17.07.2017,Migrol,"Sandblatte 3, 6026 Rain",1.46
01.11.2020,Ferrari Center,"Via Principale, 7743 Brusio",1.46
01.11.2020,heis.ch,"La Pergola, 7743 Brusio",1.46
19.10.2020,esca,"Via Valmara 14, 6614 Brissago",1.46
19.10.2020,Pit Stop,"Via Valmara 5, 6614 Brissago",1.46
27.11.2020,Taxon,"Schmiedengasse 1, 4710 Balsthal",1.46
19.10.2020,Benzina 24,"Via R. Leoncavallo 54, 6614 Brissago",1.46
19.10.2020,Tamoil,"Via Cantonale, 6595 Riazzino",1.46
19.10.2020,Agip,"Via San Gottardo, 6596 Gordola",1.46
26.12.2020,Avia,"Moosstr. 6, 9030 Abtwil SG",1.46
19.10.2020,Socar,"Via Cantonale, 6594 Contone",1.46
19.10.2020,Migrol,"Via Cantonale, 6594 Contone",1.46
19.10.2020,Eni,"Via Stazione, 6594 Contone",1.46
23.05.2020,Coop,"Via Sonvico 5, 6952 Canobbio",1.46
18.08.2020,Shell Turtmann,"Kantonsstrasse, 3946 Turtmann",1.46
24.10.2020,Coop Pronto,"Standstr. 42, 3000 Bern",1.46
17.07.2017,Avia,"Bertiswilstr., 6023 Rothenburg",1.46
23.07.2020,Migrol,"Vogelsangstr. 1 , 8307 Effretikon",1.46
29.12.2020,Coop Pronto,"Mellingerstr. 160, 5400 Baden",1.46
23.12.2020,Tankstelle Bigler,"Langnaustrasse 36, 3532 Zäziwil",1.46
28.04.2020,Ruedi Rüssel,"Winterthurerstr. 451, 8000 Zürich",1.46
09.10.2016,Migrol,"Amriswilerstr. 52, 9314 Steinebrunn",1.46
24.10.2020,Coop,"Talgut-Zentrum 19, 3063 Ittigen",1.46
25.09.2016,Scall,"Badenerstr. 799, 8000 Zürich",1.46
09.10.2016,Migrol,"Hägendorfstr. 2, 4616 Kappel SO",1.46
29.12.2020,Shell,"Bernstr. 386, 8953 Dietikon",1.46
28.10.2015,Garage Schliere GmbH,"Brünigstrasse 11, 6055 Alpnach Dorf",1.45
29.01.2015,Avia,"Schwarzwaldstr.70, 8226 Schleitheim",1.45
29.12.2020,Ruedi Rüssel,"Bahnhofstr.7, 5507 Mellingen",1.45
29.12.2020,Coop,"Bahnhofstr. 80, 5507 Mellingen",1.45
17.09.2017,Avia,"Oltnerstr. 62, 5012 Schönenwerd",1.45
09.10.2016,Migrol Auto Servizio,"MMM Centro, 6592 S. Antonino",1.45
01.05.2016,Coop Pronto,"Allmendstr., 8000 Zürich",1.45
23.11.2020,Coop,"Mattenstrasse 1, 5722 Gränichen",1.45
15.12.2020,Avia,"Zugerstr. 12, 5620 Bremgarten AG",1.45
15.10.2020,Eni,"Zugerstr. 5, 5621 Zufikon",1.45
26.12.2020,Avia,"Konstanzerstr. 86, 9500 Wil SG",1.45
16.05.2016,AMAG,"Utoquai 47, 8008 Zürich",1.45
22.05.2017,Kolly,"Aergerastr. 45, 1735 Giffers",1.45
04.12.2020,Coop,"Hochbergerstrasse 60, 4057 Basel",1.45
15.11.2020,Coop Pronto,"Menznauerstr. 29 , 6110 Wolhusen",1.45
18.06.2020,Agrola,"Amdenerstr. 11, 8872 Weesen",1.45
18.06.2020,Agrola,"Dorfstr. 30, 8873 Amden",1.45
26.12.2020,AVIAMAT-Tankstelle,"Bahnhofstrasse 26, 6110 Wolhusen",1.45
17.12.2020,LANDI Wetzikon-Seegräben,"Motorenstr. 87, 8620 Wetzikon ZH",1.45
23.12.2020,Avia Basel,"Hochbergerstr. 50, 4057 Basel",1.45
19.10.2020,Agip,"Via Locarno, 6514 Sementina",1.45
19.10.2020,Avia,"Via Monte Ceneri, 6572 Quartino",1.45
28.10.2015,Auto DallOmo,"Brünigstrasse 32, 6053 Alpnachstad",1.45
28.10.2015,Auto Center Durrer,"Brünigstrasse 37, 6055 Alpnach Dorf",1.45
17.12.2020,Avia,"Oberdorfstr. 8, 8640 Hinwil",1.445
14.09.2020,Migrol,"MMM Rheinpark , 9430 St. Margrethen SG",1.44
26.12.2020,Avia,"Gasstr. 11, 4410 Liestal",1.44
13.11.2020,Garage im Winkel AG,"Seestr. 137, 8703 Erlenbach ZH",1.44
03.01.2021,Jaunpass-Garage Matti,"Bifang 315A, 3766 Boltigen",1.44
08.06.2020,Ruedi Rüssel Shop,"Hauptstr. 75, 8225 Siblingen",1.44
25.06.2016,Agrola,"Dorfstrasse 67, 3555 Trubschachen",1.44
15.12.2020,Coop,"Zugerstr. 64, 6340 Baar",1.44
25.01.2021,Avia,"Luzernstr. 42, 4556 Aeschi SO",1.44
09.01.2021,Socar,"Luzernstr. 17, 4552 Derendingen",1.44
27.12.2020,Josef Gut AG,"Rieden 1, 6370 Stans",1.44
12.12.2015,Midland,"Landstr. 73, 5412 Gebenstorf",1.44
07.08.2016,Agrola,"Schellenrain 11, 6208 Oberkirch LU",1.44
01.12.2020,Migrol,"Zürcherstr. 35, 4052 Basel",1.44
21.06.2017,Tamoil,"Sihltalstrasse 91, 8135 Langnau am Albis",1.44
14.12.2020,Tamoil,"Schaffhauserstr. 44, 4332 Stein AG",1.44
15.12.2020,Shell,"Route de France 16, 2926 Boncourt",1.44
24.12.2020,BP,"Langgasse 124, 9000 St. Gallen",1.44
23.12.2020,Migrol,"Wasgenring 57, 4000 Basel",1.44
09.08.2020,ShellTony.ch / Shelltankstelle Glis ,"Gliserallee 135 , 3902 Glis",1.44
21.11.2020,Nasa GmbH,"Hofwiesenstr. 289, 8050 Zürich-Oerlikon",1.44
09.01.2021,Eni,"Luzernstr. 4, 4552 Derendingen",1.44
19.10.2020,Avia,"Er Carà de Pedmúnt, 6513 Monte Carasso",1.44
25.08.2015,Coop Pronto,"Gösgerstrasse 28, 5012 Schönenwerd",1.44
27.11.2020,Ruedi Rüssel,"Ringstr. 3, 5034 Suhr",1.44
22.11.2020,Wehntaler Tankstelle,"Wehntalerstr. 312, 8046 Zürich",1.439
14.12.2020,Scall,"Seestr. 139, 8703 Erlenbach ZH",1.435
20.11.2020,Migrol,", 5525 Fischbach-Göslikon",1.435
27.12.2020,Th. Willy AG,"Zürcherstr. 145, 8952 Schlieren",1.43
16.11.2020,Avia,"Hauptstr. 98, 9430 St. Margrethen SG",1.43
24.12.2020,Garage Berger,"Thunstrasse 96, 3415 Schafhausen i. E.",1.43
24.12.2020,Coop,"Favrestrasse 6, 9000 St. Gallen",1.43
14.06.2017,Ruedi Rüssel,"Passwangstr. 181, 4719 Ramiswil",1.43
29.04.2016,Avia,"St. Gallerstr. 33, 8352 Elsau-Räterschen",1.43
12.12.2020,Coop Pronto,"Fürstenlandstr. 17 , 9000 St. Gallen",1.43
14.12.2020,Migrol Service,"Zugerstr. 53, 6340 Baar",1.43
12.12.2020,Tamoil,"Kleiner Muristalden 40 b, 3006 Bern",1.43
03.12.2020,Jubin,"rte Berne 13, 1530 Payerne",1.43
15.12.2020,Benzin Discount Suhr,"Hintere Bahnhofstrasse 4, 5034 Suhr",1.43
29.12.2020,BP,"Zeughausstrasse 74, 8400 Winterthur",1.43
29.12.2020,BP,"St. Gallerstrasse 170, 8404 Winterthur",1.43
18.08.2020,Tamoil,"Hauptstr., 3953 Varen",1.43
11.12.2020,BP Bergboden,"Bergsboden, 8882 Unterterzen",1.43
20.08.2020,Garage Carrosserie Fux,"Talstr., 3924 St. Niklaus VS",1.43
29.12.2020,BP,"Grüzefeldstrasse 65, 8404 Winterthur",1.43
09.10.2016,Migrol Service,"Gerliswilstr. 24 , 6020 Emmenbrücke",1.43
